30341	26260	0
40737	40705	1
21035	51273	0
25112	25091	1
1339	1328	1
36856	36600	1
34430	34071	1
50452	50070	1
9580	9317	0
40909	40595	1
34063	25475	0
47986	47888	1
24252	24143	1
32146	51838	0
533	22886	0
35896	31688	0
36910	36599	1
49612	49586	1
28099	17099	0
32129	32036	1
36131	36001	1
6080	4384	0
35326	50680	0
17484	17047	1
832	14485	0
49522	24127	0
25495	25347	1
41448	41022	1
36625	36570	1
29404	29024	1
42902	29765	1
36228	36180	1
12225	12044	1
27242	27035	1
48815	48708	1
24431	24289	1
47965	47558	1
48865	48536	1
9301	28948	0
32264	29320	0
29602	8163	0
44309	44013	1
24072	8753	0
36845	36654	1
17966	17762	1
49665	32198	1
22004	12703	0
39260	29686	0
26652	16278	0
29304	29062	1
44431	44334	1
3685	34145	0
40787	45166	0
28173	24003	0
25228	25225	1
12080	12035	1
5663	37910	0
29401	49963	0
32176	26071	1
41402	18540	0
49580	9898	1
35127	25626	0
21643	3529	0
27885	32684	0
29650	49059	0
48842	48747	1
8342	8072	1
24248	24013	1
44681	31314	1
15968	15677	1
26295	26216	1
49545	41964	1
24262	24074	1
15941	15633	1
1379	1193	1
4247	1859	0
18694	11934	0
25299	25140	1
6867	6526	1
31542	39472	0
41528	41493	0
42016	40138	0
24245	24114	1
17981	35456	0
36904	36802	1
24480	24140	1
13641	13548	1
15232	7150	1
21347	21283	1
32107	32090	1
29303	29077	1
8589	50096	0
26484	26370	1
5576	15594	0
15993	15505	1
15683	15535	1
47665	25248	0
4847	4759	1
42860	40079	0
49961	606	0
32452	16478	1
15801	1756	0
10215	25784	0
49523	32263	1
2629	6984	0
48702	48502	1
44946	44523	1
24418	24235	1
50351	34940	0
23256	18345	0
49947	49843	1
32264	32216	1
11319	11251	1
44456	44136	1
21332	31960	0
37386	30115	0
35732	41596	0
44477	44450	1
25232	25093	1
12054	12048	1
40548	41359	0
36633	36616	1
15776	15551	1
48099	49471	0
21283	21049	1
24404	10535	0
30879	30541	1
44147	44143	1
47579	11396	0
5399	45811	0
24485	24301	1
5966	5569	1
2223	25918	0
3955	3920	1
17160	17156	1
29855	38682	0
20514	6770	0
20446	20139	1
39277	39083	1
1150	1059	1
24256	24046	1
20584	44423	0
3249	17500	0
10767	1472	0
39181	46421	0
36956	36932	1
12085	12003	1
48938	48619	1
36798	36787	1
49980	517	0
15461	4390	0
36187	49139	0
38227	22999	0
47837	14978	0
11299	11264	1
49764	49704	0
50601	44408	0
40285	1921	0
39205	39063	1
32390	32379	1
12310	33531	0
41630	41522	1
24250	24169	1
25106	1025	1
16230	20795	0
39862	39719	1
35581	34800	0
12795	12615	1
13974	13791	1
625	614	1
49599	15653	1
26343	46886	0
20811	9720	0
36869	36627	1
49961	32126	1
36614	36606	1
22444	51615	0
36797	36602	1
33192	33042	1
39586	36984	0
32383	32032	1
41000	40697	1
44068	29374	0
44138	1163	0
12835	27609	0
25337	25234	1
31570	6926	0
26163	29936	0
21500	48468	0
28082	21908	0
39491	10422	0
36993	36558	1
45361	45227	1
50817	164	0
27976	9401	0
5703	5562	1
36926	36629	1
15154	34141	0
47419	10155	0
49879	24501	0
17696	30401	0
22146	24681	0
19147	12015	0
36805	36537	1
43657	43511	1
42579	45527	0
